	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
Trial1.fna_assembly_LT906445.1_1714	Trial1.fna_assembly	LT906445.1	1714	1927221	1928753	-1	C	K05846	osmoprotectant transport system permease protein								Substrate binding domain of ABC-type glycine betaine transport system [PF04069.15]; Binding-protein-dependent transport system inner membrane component [PF00528.25]					0
Trial1.fna_assembly_LT906445.1_1715	Trial1.fna_assembly	LT906445.1	1715	1928927	1929253	-1	E															0
Trial1.fna_assembly_LT906445.1_1716	Trial1.fna_assembly	LT906445.1	1716	1929310	1930593	-1	C	K03502	DNA polymerase V								impB/mucB/samB family [PF00817.23]; impB/mucB/samB family C-terminal domain [PF11799.11]					0
Trial1.fna_assembly_LT906445.1_1717	Trial1.fna_assembly	LT906445.1	1717	1930799	1931584	-1	E															0
Trial1.fna_assembly_LT906445.1_1718	Trial1.fna_assembly	LT906445.1	1718	1931894	1933297	-1	C	K02314	replicative DNA helicase [EC:5.6.2.3]								DnaB-like helicase C terminal domain [PF03796.18]; DnaB-like helicase N terminal domain [PF00772.24]; AAA domain [PF13481.9]; Rad51 [PF08423.14]					0
Trial1.fna_assembly_LT906445.1_1719	Trial1.fna_assembly	LT906445.1	1719	1933322	1933768	-1	C	K02939	large subunit ribosomal protein L9								Ribosomal protein L9, C-terminal domain [PF03948.17]; Ribosomal protein L9, N-terminal domain [PF01281.22]					0
Trial1.fna_assembly_LT906445.1_1720	Trial1.fna_assembly	LT906445.1	1720	1933765	1935792	-1	C	K22927	cyclic-di-AMP phosphodiesterase [EC:3.1.4.59]								DHH family [PF01368.23]; DHHA1 domain [PF02272.22]					0
Trial1.fna_assembly_LT906445.1_1721	Trial1.fna_assembly	LT906445.1	1721	1935812	1936768	-1	D										Predicted membrane protein (DUF2232) [PF09991.12]					0
Trial1.fna_assembly_LT906445.1_1722	Trial1.fna_assembly	LT906445.1	1722	1936962	1939124	-1	C	K12574	ribonuclease J [EC:3.1.-.-]								Ribonuclease J C-terminal domain [PF17770.4]; Metallo-beta-lactamase superfamily [PF00753.30]; Beta-lactamase superfamily domain [PF12706.10]; Zn-dependent metallo-hydrolase RNA specificity domain [PF07521.15]; Metallo-beta-lactamase superfamily domain [PF16661.8]					0
Trial1.fna_assembly_LT906445.1_1723	Trial1.fna_assembly	LT906445.1	1723	1939169	1939357	1	E															0
Trial1.fna_assembly_LT906445.1_1724	Trial1.fna_assembly	LT906445.1	1724	1939520	1940596	-1	D										Protein of unknown function (DUF805) [PF05656.17]					0
Trial1.fna_assembly_LT906445.1_1725	Trial1.fna_assembly	LT906445.1	1725	1940609	1941406	-1	E															0
Trial1.fna_assembly_LT906445.1_1726	Trial1.fna_assembly	LT906445.1	1726	1941821	1942594	-1	C	K02049	NitT/TauT family transport system ATP-binding protein								ABC transporter [PF00005.30]					0
Trial1.fna_assembly_LT906445.1_1727	Trial1.fna_assembly	LT906445.1	1727	1942606	1943358	-1	C	K15554	sulfonate transport system permease protein								Binding-protein-dependent transport system inner membrane component [PF00528.25]					0
Trial1.fna_assembly_LT906445.1_1728	Trial1.fna_assembly	LT906445.1	1728	1943369	1944322	-1	C	K02051	NitT/TauT family transport system substrate-binding protein								NMT1-like family [PF13379.9]; NMT1/THI5 like [PF09084.14]; NMT1-like family [PF16868.8]; ABC transporter, phosphonate, periplasmic substrate-binding protein [PF12974.10]					0
Trial1.fna_assembly_LT906445.1_1729	Trial1.fna_assembly	LT906445.1	1729	1944759	1946390	-1	D										Dolichyl-phosphate-mannose-protein mannosyltransferase [PF02366.21]; Dolichyl-phosphate-mannose-protein mannosyltransferase [PF13231.9]	GT83	GT83 undecaprenyl phosphate-alpha-L-Ara4N: 4-amino-4-deoxy-beta-L-arabinosyltransferase (EC 2.4.2.43); dodecaprenyl phosphate-beta-galacturonic acid: lipopolysaccharide core alpha-galacturonosyl transferase (EC 2.4.1.-)	2.4.2.43	GT83.hmm	0
Trial1.fna_assembly_LT906445.1_1730	Trial1.fna_assembly	LT906445.1	1730	1946402	1946989	-1	C	K03975	membrane-associated protein								SNARE associated Golgi protein [PF09335.14]					0
Trial1.fna_assembly_LT906445.1_1731	Trial1.fna_assembly	LT906445.1	1731	1947241	1948029	-1	C	K02013	iron complex transport system ATP-binding protein [EC:7.2.2.-]								ABC transporter [PF00005.30]; AAA domain [PF13476.9]; AAA domain [PF13514.9]					0
Trial1.fna_assembly_LT906445.1_1732	Trial1.fna_assembly	LT906445.1	1732	1948026	1949027	-1	C	K02015	iron complex transport system permease protein								FecCD transport family [PF01032.21]					0
Trial1.fna_assembly_LT906445.1_1733	Trial1.fna_assembly	LT906445.1	1733	1949011	1949994	-1	D										Periplasmic binding protein [PF01497.21]					0
Trial1.fna_assembly_LT906445.1_1734	Trial1.fna_assembly	LT906445.1	1734	1950138	1952201	-1	C	K02014	iron complex outermembrane recepter protein	MER0194267	I39	MER0194267 - family I39 unassigned peptidase inhibitors (Capnocytophaga ochracea) [I39.UPW]#I39#{inhibitor unit: 32-156}~source ACU93342~	False	0.401	92.0	1.837e-17	TonB dependent receptor [PF00593.27]; TonB-dependent Receptor Plug Domain [PF07715.18]; Outer membrane protein beta-barrel family [PF14905.9]					0
Trial1.fna_assembly_LT906445.1_1735	Trial1.fna_assembly	LT906445.1	1735	1952368	1953171	-1	E															0
Trial1.fna_assembly_LT906445.1_1736	Trial1.fna_assembly	LT906445.1	1736	1953180	1953584	-1	C	K03559	biopolymer transport protein ExbD								Biopolymer transport protein ExbD/TolR [PF02472.19]					0
Trial1.fna_assembly_LT906445.1_1737	Trial1.fna_assembly	LT906445.1	1737	1953581	1954192	-1	C	K03561	biopolymer transport protein ExbB								MotA/TolQ/ExbB proton channel family [PF01618.19]					0
Trial1.fna_assembly_LT906445.1_1738	Trial1.fna_assembly	LT906445.1	1738	1954518	1954739	-1	D										Protein of unknown function (DUF2922) [PF11148.11]					0
Trial1.fna_assembly_LT906445.1_1739	Trial1.fna_assembly	LT906445.1	1739	1954963	1955169	-1	E															0
Trial1.fna_assembly_LT906445.1_1740	Trial1.fna_assembly	LT906445.1	1740	1955395	1956141	-1	D										Lipopolysaccharide kinase (Kdo/WaaP) family [PF06293.17]					0
Trial1.fna_assembly_LT906445.1_1741	Trial1.fna_assembly	LT906445.1	1741	1956614	1957489	-1	C	K03389	heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]								Cysteine-rich domain [PF02754.19]					0
Trial1.fna_assembly_LT906445.1_1742	Trial1.fna_assembly	LT906445.1	1742	1957489	1958451	-1	C	K00240	succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]								2Fe-2S iron-sulfur cluster binding domain [PF13085.9]; 4Fe-4S dicluster domain [PF13183.9]; 4Fe-4S dicluster domain [PF13534.9]					0
Trial1.fna_assembly_LT906445.1_1743	Trial1.fna_assembly	LT906445.1	1743	1958453	1960171	-1	C	K00239	succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]								FAD binding domain [PF00890.27]; Fumarate reductase flavoprotein C-term [PF02910.23]					0
Trial1.fna_assembly_LT906445.1_1744	Trial1.fna_assembly	LT906445.1	1744	1961059	1961733	1	C	K02483	two-component system, OmpR family, response regulator								Response regulator receiver domain [PF00072.27]; Transcriptional regulatory protein, C terminal [PF00486.31]					0
Trial1.fna_assembly_LT906445.1_1745	Trial1.fna_assembly	LT906445.1	1745	1961711	1963126	1	D										Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; His Kinase A (phospho-acceptor) domain [PF00512.28]; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF13589.9]; HAMP domain [PF00672.28]					0
Trial1.fna_assembly_LT906445.1_1746	Trial1.fna_assembly	LT906445.1	1746	1963296	1964609	-1	D										Protein of unknown function (DUF445) [PF04286.15]					0
Trial1.fna_assembly_LT906445.1_1747	Trial1.fna_assembly	LT906445.1	1747	1964606	1965841	-1	D										Protein of unknown function (DUF445) [PF04286.15]					0
Trial1.fna_assembly_LT906445.1_1748	Trial1.fna_assembly	LT906445.1	1748	1965938	1966639	-1	D										Beta-lactamase superfamily domain [PF13483.9]					0
Trial1.fna_assembly_LT906445.1_1749	Trial1.fna_assembly	LT906445.1	1749	1966895	1967251	-1	D										HxlR-like helix-turn-helix [PF01638.20]					0
Trial1.fna_assembly_LT906445.1_1750	Trial1.fna_assembly	LT906445.1	1750	1967696	1968490	1	C	K15777	4,5-DOPA dioxygenase extradiol [EC:1.13.11.-]								Catalytic LigB subunit of aromatic ring-opening dioxygenase [PF02900.21]					0
Trial1.fna_assembly_LT906445.1_1751	Trial1.fna_assembly	LT906445.1	1751	1968656	1969198	-1	C	K00432	glutathione peroxidase [EC:1.11.1.9]								Glutathione peroxidase [PF00255.22]					0
Trial1.fna_assembly_LT906445.1_1752	Trial1.fna_assembly	LT906445.1	1752	1969217	1970020	-1	E															0
Trial1.fna_assembly_LT906445.1_1753	Trial1.fna_assembly	LT906445.1	1753	1970296	1970955	-1	C	K07322	regulator of cell morphogenesis and NO signaling								Domain of Unknown function (DUF542) [PF04405.17]; Hemerythrin HHE cation binding domain [PF01814.26]					0
Trial1.fna_assembly_LT906445.1_1754	Trial1.fna_assembly	LT906445.1	1754	1971219	1972217	-1	C	K00625	phosphate acetyltransferase [EC:2.3.1.8]								Phosphate acetyl/butaryl transferase [PF01515.22]					0
Trial1.fna_assembly_LT906445.1_1755	Trial1.fna_assembly	LT906445.1	1755	1972606	1973283	1	D										LUD domain [PF02589.18]					0
Trial1.fna_assembly_LT906445.1_1756	Trial1.fna_assembly	LT906445.1	1756	1973261	1973536	-1	D										Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF12844.10]; Helix-turn-helix domain [PF13560.9]; Helix-turn-helix domain [PF13744.9]					0
Trial1.fna_assembly_LT906445.1_1757	Trial1.fna_assembly	LT906445.1	1757	1974022	1975374	-1	D										Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.9]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.30]; Flavin-binding monooxygenase-like [PF00743.22]; NAD(P)-binding Rossmann-like domain [PF13450.9]					0
Trial1.fna_assembly_LT906445.1_1758	Trial1.fna_assembly	LT906445.1	1758	1975991	1977178	1	C	K14155	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]								Aminotransferase class I and II [PF00155.24]					0
Trial1.fna_assembly_LT906445.1_1759	Trial1.fna_assembly	LT906445.1	1759	1977488	1979131	-1	C	K09155	uncharacterized protein								PAS domain [PF13596.9]; Family of unknown function (DUF438) [PF04282.16]; Domain of unknown function (DUF1858) [PF08984.14]					0
Trial1.fna_assembly_LT906445.1_1760	Trial1.fna_assembly	LT906445.1	1760	1979560	1980189	-1	C	K04564	superoxide dismutase, Fe-Mn family [EC:1.15.1.1]								Iron/manganese superoxide dismutases, C-terminal domain [PF02777.21]; Iron/manganese superoxide dismutases, alpha-hairpin domain [PF00081.25]					0
Trial1.fna_assembly_LT906445.1_1761	Trial1.fna_assembly	LT906445.1	1761	1980550	1981089	-1	D										Isochorismatase family [PF00857.23]					0
Trial1.fna_assembly_LT906445.1_1762	Trial1.fna_assembly	LT906445.1	1762	1981153	1981665	-1	C	K01095	phosphatidylglycerophosphatase A [EC:3.1.3.27]								Phosphatidylglycerophosphatase A [PF04608.16]					0
Trial1.fna_assembly_LT906445.1_1763	Trial1.fna_assembly	LT906445.1	1763	1981679	1982071	-1	E															0
Trial1.fna_assembly_LT906445.1_1764	Trial1.fna_assembly	LT906445.1	1764	1982173	1982517	-1	C	K06193	protein PhnA								PhnA domain [PF03831.17]; PhnA Zinc-Ribbon [PF08274.15]					0
Trial1.fna_assembly_LT906445.1_1765	Trial1.fna_assembly	LT906445.1	1765	1982661	1983059	-1	C	K18843	antitoxin HicB								HicB_like antitoxin of bacterial toxin-antitoxin system [PF15919.8]					0
Trial1.fna_assembly_LT906445.1_1766	Trial1.fna_assembly	LT906445.1	1766	1983128	1983313	-1	C	K07339	mRNA interferase HicA [EC:3.1.-.-]								HicA toxin of bacterial toxin-antitoxin, [PF07927.15]					0
Trial1.fna_assembly_LT906445.1_1767	Trial1.fna_assembly	LT906445.1	1767	1983403	1983762	-1	D										MerR HTH family regulatory protein [PF13411.9]; MerR family regulatory protein [PF00376.26]; MerR, DNA binding [PF09278.14]					0
Trial1.fna_assembly_LT906445.1_1768	Trial1.fna_assembly	LT906445.1	1768	1983829	1984206	1	C	K01607	4-carboxymuconolactone decarboxylase [EC:4.1.1.44]								Carboxymuconolactone decarboxylase family [PF02627.23]					0
Trial1.fna_assembly_LT906445.1_1769	Trial1.fna_assembly	LT906445.1	1769	1984441	1984542	-1	E															0
Trial1.fna_assembly_LT906445.1_1770	Trial1.fna_assembly	LT906445.1	1770	1984706	1985203	-1	D										ECF-type riboflavin transporter, S component [PF07155.15]					0
Trial1.fna_assembly_LT906445.1_1771	Trial1.fna_assembly	LT906445.1	1771	1985436	1986002	1	C	K00355	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]								Flavodoxin-like fold [PF02525.20]; NADPH-dependent FMN reductase [PF03358.18]					0
Trial1.fna_assembly_LT906445.1_1772	Trial1.fna_assembly	LT906445.1	1772	1986140	1986427	-1	D										Protein of unknown function (DUF2695) [PF10905.11]					0
Trial1.fna_assembly_LT906445.1_1773	Trial1.fna_assembly	LT906445.1	1773	1986441	1986947	-1	D										Domain of unknown function (DUF1877) [PF08974.13]					0
Trial1.fna_assembly_LT906445.1_1774	Trial1.fna_assembly	LT906445.1	1774	1987051	1987644	-1	E															0
Trial1.fna_assembly_LT906445.1_1775	Trial1.fna_assembly	LT906445.1	1775	1987674	1988102	-1	E															0
Trial1.fna_assembly_LT906445.1_1776	Trial1.fna_assembly	LT906445.1	1776	1988123	1988938	-1	D										Uncharacterized protein conserved in bacteria (DUF2262) [PF10020.12]					0
Trial1.fna_assembly_LT906445.1_1777	Trial1.fna_assembly	LT906445.1	1777	1989057	1989887	-1	D										Family of unknown function (DUF6630) [PF20335.1]					0
Trial1.fna_assembly_LT906445.1_1778	Trial1.fna_assembly	LT906445.1	1778	1990054	1991097	-1	C	K19147	5-methylcytosine-specific restriction enzyme subunit McrC								McrBC 5-methylcytosine restriction system component [PF10117.12]					0
Trial1.fna_assembly_LT906445.1_1779	Trial1.fna_assembly	LT906445.1	1779	1991094	1993271	-1	C	K07452	5-methylcytosine-specific restriction enzyme B [EC:3.1.21.-]								AAA domain (dynein-related subfamily) [PF07728.17]					0
Trial1.fna_assembly_LT906445.1_1780	Trial1.fna_assembly	LT906445.1	1780	1993609	1995828	-1	D										AAA domain [PF13166.9]					0
Trial1.fna_assembly_LT906445.1_1781	Trial1.fna_assembly	LT906445.1	1781	1996385	1997377	-1	D										HAD superfamily, subfamily IIIB (Acid phosphatase) [PF03767.17]					0
Trial1.fna_assembly_LT906445.1_1782	Trial1.fna_assembly	LT906445.1	1782	1997647	1998528	1	E															0
Trial1.fna_assembly_LT906445.1_1783	Trial1.fna_assembly	LT906445.1	1783	1998682	2000145	-1	C	K03781	catalase [EC:1.11.1.6]								Catalase [PF00199.22]; Catalase-related immune-responsive [PF06628.15]					0
Trial1.fna_assembly_LT906445.1_1784	Trial1.fna_assembly	LT906445.1	1784	2000462	2000788	-1	E															0
Trial1.fna_assembly_LT906445.1_1785	Trial1.fna_assembly	LT906445.1	1785	2000835	2002337	-1	C	K02346	DNA polymerase IV [EC:2.7.7.7]								impB/mucB/samB family [PF00817.23]; impB/mucB/samB family C-terminal domain [PF11799.11]; IMS family HHH motif [PF11798.11]					0
Trial1.fna_assembly_LT906445.1_1786	Trial1.fna_assembly	LT906445.1	1786	2002355	2002699	-1	C	K03892	ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor								Helix-turn-helix domain [PF12840.10]; Bacterial regulatory protein, arsR family [PF01022.23]					0
Trial1.fna_assembly_LT906445.1_1787	Trial1.fna_assembly	LT906445.1	1787	2003239	2004564	-1	C	K01939	adenylosuccinate synthase [EC:6.3.4.4]								Adenylosuccinate synthetase [PF00709.24]					0
Trial1.fna_assembly_LT906445.1_1788	Trial1.fna_assembly	LT906445.1	1788	2004597	2004869	-1	D										Helix-turn-helix domain [PF12844.10]; Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF13744.9]; Cro/C1-type HTH DNA-binding domain [PF13443.9]; Helix-turn-helix domain [PF13560.9]					0
Trial1.fna_assembly_LT906445.1_1789	Trial1.fna_assembly	LT906445.1	1789	2004871	2005221	-1	D										Phage derived protein Gp49-like (DUF891) [PF05973.17]					0
Trial1.fna_assembly_LT906445.1_1790	Trial1.fna_assembly	LT906445.1	1790	2005489	2006661	-1	C	K08223	MFS transporter, FSR family, fosmidomycin resistance protein													0
Trial1.fna_assembly_LT906445.1_1791	Trial1.fna_assembly	LT906445.1	1791	2006888	2008183	-1	C	K01756	adenylosuccinate lyase [EC:4.3.2.2]								Lyase [PF00206.23]; Adenylosuccinate lyase C-terminus [PF10397.12]					0
Trial1.fna_assembly_LT906445.1_1792	Trial1.fna_assembly	LT906445.1	1792	2008612	2009022	1	E															0
Trial1.fna_assembly_LT906445.1_1793	Trial1.fna_assembly	LT906445.1	1793	2009090	2009920	-1	E															0
Trial1.fna_assembly_LT906445.1_1794	Trial1.fna_assembly	LT906445.1	1794	2009925	2010329	-1	C	K03559	biopolymer transport protein ExbD								Biopolymer transport protein ExbD/TolR [PF02472.19]					0
Trial1.fna_assembly_LT906445.1_1795	Trial1.fna_assembly	LT906445.1	1795	2010326	2010931	-1	C	K03561	biopolymer transport protein ExbB								MotA/TolQ/ExbB proton channel family [PF01618.19]					0
Trial1.fna_assembly_LT906445.1_1796	Trial1.fna_assembly	LT906445.1	1796	2010957	2011151	-1	E															0
Trial1.fna_assembly_LT906445.1_1797	Trial1.fna_assembly	LT906445.1	1797	2011185	2011442	-1	E															0
Trial1.fna_assembly_LT906445.1_1798	Trial1.fna_assembly	LT906445.1	1798	2011493	2012383	-1	D										Protein of unknown function (DUF3829) [PF12889.10]					0
Trial1.fna_assembly_LT906445.1_1799	Trial1.fna_assembly	LT906445.1	1799	2012714	2013967	-1	C	K07588	GTPase [EC:3.6.5.-]								Methylmalonyl Co-A mutase-associated GTPase MeaB [PF03308.19]					0
Trial1.fna_assembly_LT906445.1_1800	Trial1.fna_assembly	LT906445.1	1800	2013960	2016149	-1	C	K01847	methylmalonyl-CoA mutase [EC:5.4.99.2]								Methylmalonyl-CoA mutase [PF01642.25]					0
Trial1.fna_assembly_LT906445.1_1801	Trial1.fna_assembly	LT906445.1	1801	2016154	2018316	-1	D										Methylmalonyl-CoA mutase [PF01642.25]					0
Trial1.fna_assembly_LT906445.1_1802	Trial1.fna_assembly	LT906445.1	1802	2018951	2019847	1	C	K05786	chloramphenicol-sensitive protein RarD													0
Trial1.fna_assembly_LT906445.1_1803	Trial1.fna_assembly	LT906445.1	1803	2019956	2020855	-1	D										Protein of unknown function (DUF3829) [PF12889.10]					0
Trial1.fna_assembly_LT906445.1_1804	Trial1.fna_assembly	LT906445.1	1804	2021103	2021513	1	C	K18843	antitoxin HicB								HicB_like antitoxin of bacterial toxin-antitoxin system [PF15919.8]					0
Trial1.fna_assembly_LT906445.1_1805	Trial1.fna_assembly	LT906445.1	1805	2021523	2021768	-1	E															0
Trial1.fna_assembly_LT906445.1_1806	Trial1.fna_assembly	LT906445.1	1806	2021771	2022436	-1	D										Anaphase-promoting complex, cyclosome, subunit 3 [PF12895.10]; Tetratricopeptide repeat [PF13424.9]; Tetratricopeptide repeat [PF13432.9]; Tetratricopeptide repeat [PF14559.9]					0
Trial1.fna_assembly_LT906445.1_1807	Trial1.fna_assembly	LT906445.1	1807	2022875	2025697	-1	C	K18930	D-lactate dehydrogenase								FAD linked oxidases, C-terminal domain [PF02913.22]; FAD binding domain [PF01565.26]; 4Fe-4S dicluster domain [PF13183.9]; 4Fe-4S dicluster domain [PF13534.9]					0
Trial1.fna_assembly_LT906445.1_1808	Trial1.fna_assembly	LT906445.1	1808	2026196	2027056	-1	C	K07090	uncharacterized protein								Sulfite exporter TauE/SafE [PF01925.22]					0
Trial1.fna_assembly_LT906445.1_1809	Trial1.fna_assembly	LT906445.1	1809	2027016	2027465	-1	D										Acetyltransferase (GNAT) domain [PF13673.10]; Acetyltransferase (GNAT) domain [PF13508.10]; Acetyltransferase (GNAT) family [PF00583.28]					0
